OG,len,i,sp
OG0002627,470,Gene.37622__NODE_21892__g.37622__m.37622,10D
OG0003919,495,Gene.37683__NODE_21933__g.37683__m.37683,10D
OG0003411,470,Gene.37722__NODE_21963__g.37722__m.37722,10D
OG0003412,515,Gene.37745__NODE_21981__g.37745__m.37745,10D
OG0003413,487,Gene.37749__NODE_21985__g.37749__m.37749,10D
OG0003920,314,Gene.37814__NODE_22030__g.37814__m.37814,10D
OG0002989,396,Gene.37816__NODE_22031__g.37816__m.37816,10D
OG0002628,486,Gene.37864__NODE_22066__g.37864__m.37864,10D
OG0002990,468,Gene.37940__NODE_22118__g.37940__m.37940,10D
OG0003921,483,Gene.37972__NODE_22142__g.37972__m.37972,10D
OG0002991,486,Gene.37998__NODE_22159__g.37998__m.37998,10D
OG0002992,509,Gene.38008__NODE_22166__g.38008__m.38008,10D
OG0003922,443,Gene.38027__NODE_22181__g.38027__m.38027,10D
OG0003414,497,Gene.38031__NODE_22184__g.38031__m.38031,10D
OG0002535,525,Gene.38055__NODE_22202__g.38055__m.38055,10D
OG0003923,447,Gene.38071__NODE_22212__g.38071__m.38071,10D
OG0002630,500,Gene.38108__NODE_22238__g.38108__m.38108,10D
OG0003415,510,Gene.38171__NODE_22286__g.38171__m.38171,10D
OG0002631,481,Gene.38192__NODE_22302__g.38192__m.38192,10D
OG0002632,467,Gene.38237__NODE_22337__g.38237__m.38237,10D
OG0002633,517,Gene.38253__NODE_22348__g.38253__m.38253,10D
OG0003924,475,Gene.38281__NODE_22368__g.38281__m.38281,10D
OG0003416,375,Gene.38349__NODE_22422__g.38349__m.38349,10D
OG0002994,491,Gene.38359__NODE_22429__g.38359__m.38359,10D
OG0002995,422,Gene.38385__NODE_22447__g.38385__m.38385,10D
OG0003925,482,Gene.38501__NODE_22519__g.38501__m.38501,10D
OG0003418,427,Gene.38539__NODE_22542__g.38539__m.38539,10D
OG0002996,488,Gene.38641__NODE_22609__g.38641__m.38641,10D
OG0002997,490,Gene.38647__NODE_22616__g.38647__m.38647,10D
OG0003419,382,Gene.38697__NODE_22650__g.38697__m.38697,10D
OG0003420,457,Gene.38717__NODE_22666__g.38717__m.38717,10D
OG0002998,372,Gene.38738__NODE_22680__g.38738__m.38738,10D
OG0003927,479,Gene.38763__NODE_22700__g.38763__m.38763,10D
OG0003000,430,Gene.38782__NODE_22715__g.38782__m.38782,10D
OG0003421,415,Gene.38817__NODE_22741__g.38817__m.38817,10D
OG0003001,469,Gene.38878__NODE_22788__g.38878__m.38878,10D
OG0003422,481,Gene.38896__NODE_22804__g.38896__m.38896,10D
OG0003928,503,Gene.38899__NODE_22806__g.38899__m.38899,10D
OG0003002,469,Gene.38908__NODE_22813__g.38908__m.38908,10D
OG0003929,418,Gene.38950__NODE_22846__g.38950__m.38950,10D
OG0003423,481,Gene.38955__NODE_22851__g.38955__m.38955,10D
OG0003003,502,Gene.38977__NODE_22863__g.38977__m.38977,10D
OG0003424,461,Gene.38998__NODE_22875__g.38998__m.38998,10D
OG0003004,495,Gene.39081__NODE_22932__g.39081__m.39081,10D
OG0003005,357,Gene.39099__NODE_22945__g.39099__m.39099,10D
OG0003006,502,Gene.39143__NODE_22978__g.39143__m.39143,10D
OG0002635,455,Gene.39170__NODE_22996__g.39170__m.39170,10D
OG0003930,396,Gene.39192__NODE_23012__g.39192__m.39192,10D
OG0002636,447,Gene.39193__NODE_23013__g.39193__m.39193,10D
OG0003425,483,Gene.39194__NODE_23014__g.39194__m.39194,10D
OG0003007,471,Gene.39284__NODE_23076__g.39284__m.39284,10D
OG0003426,429,Gene.39333__NODE_23108__g.39333__m.39333,10D
OG0003008,439,Gene.39408__NODE_23159__g.39408__m.39408,10D
OG0003931,472,Gene.39486__NODE_23215__g.39486__m.39486,10D
OG0003009,488,Gene.39556__NODE_23265__g.39556__m.39556,10D
OG0003427,424,Gene.39603__NODE_23294__g.39603__m.39603,10D
OG0003428,456,Gene.39604__NODE_23295__g.39604__m.39604,G65133
OG0003544,362,Gene.39604__NODE_23295__g.39604__m.39604,G65133
OG0003429,501,Gene.39609__NODE_23298__g.39609__m.39609,10D
OG0002638,491,Gene.39610__NODE_23299__g.39610__m.39610,10D
OG0003010,449,Gene.39700__NODE_23365__g.39700__m.39700,10D
OG0003011,472,Gene.39703__NODE_23368__g.39703__m.39703,10D
OG0003431,456,Gene.39890__NODE_23507__g.39890__m.39890,10D
OG0003012,468,Gene.39897__NODE_23512__g.39897__m.39897,10D
OG0003432,440,Gene.39918__NODE_23525__g.39918__m.39918,10D
OG0003932,483,Gene.39936__NODE_23539__g.39936__m.39936,10D
OG0003933,430,Gene.39970__NODE_23564__g.39970__m.39970,10D
OG0002639,461,Gene.40053__NODE_23621__g.40053__m.40053,10D
OG0003013,448,Gene.40115__NODE_23659__g.40115__m.40115,10D
OG0002640,402,Gene.40168__NODE_23702__g.40168__m.40168,10D
OG0002641,484,Gene.40201__NODE_23724__g.40201__m.40201,10D
OG0003014,471,Gene.40219__NODE_23736__g.40219__m.40219,RhMon
OG0003014,156,Gene.40219__NODE_23736__g.40219__m.40219,RhMon
OG0002642,448,Gene.40232__NODE_23746__g.40232__m.40232,10D
OG0002643,442,Gene.40235__NODE_23748__g.40235__m.40235,10D
OG0003015,427,Gene.40241__NODE_23752__g.40241__m.40241,10D
OG0003934,483,Gene.40248__NODE_23759__g.40248__m.40248,10D
OG0003935,470,Gene.40277__NODE_23780__g.40277__m.40277,10D
OG0003016,432,Gene.40297__NODE_23791__g.40297__m.40297,10D
OG0003017,490,Gene.40331__NODE_23817__g.40331__m.40331,10D
OG0003936,418,Gene.40395__NODE_23868__g.40395__m.40395,10D
OG0002644,415,Gene.40444__NODE_23902__g.40444__m.40444,10D
OG0003018,433,Gene.40445__NODE_23903__g.40445__m.40445,10D
OG0003433,415,Gene.40488__NODE_23937__g.40488__m.40488,10D
OG0002645,467,Gene.40576__NODE_23998__g.40576__m.40576,10D
OG0003938,446,Gene.40596__NODE_24010__g.40596__m.40596,10D
OG0003434,438,Gene.40597__NODE_24011__g.40597__m.40597,10D
OG0003019,440,Gene.40605__NODE_24016__g.40605__m.40605,10D
OG0003020,361,Gene.40624__NODE_24031__g.40624__m.40624,10D
OG0003436,454,Gene.40723__NODE_24105__g.40723__m.40723,10D
OG0003437,489,Gene.40771__NODE_24140__g.40771__m.40771,10D
OG0003939,463,Gene.40788__NODE_24151__g.40788__m.40788,10D
OG0003021,458,Gene.40790__NODE_24153__g.40790__m.40790,10D
OG0003438,438,Gene.40807__NODE_24168__g.40807__m.40807,10D
OG0003022,484,Gene.40817__NODE_24176__g.40817__m.40817,10D
OG0003023,465,Gene.40869__NODE_24215__g.40869__m.40869,10D
OG0003941,494,Gene.40906__NODE_24242__g.40906__m.40906,10D
OG0002648,484,Gene.40912__NODE_24248__g.40912__m.40912,10D
OG0002649,459,Gene.40924__NODE_24255__g.40924__m.40924,10D
OG0003439,453,Gene.40951__NODE_24279__g.40951__m.40951,10D
OG0003440,426,Gene.41009__NODE_24319__g.41009__m.41009,10D
OG0003025,358,Gene.41010__NODE_24320__g.41010__m.41010,10D
OG0003942,455,Gene.41019__NODE_24326__g.41019__m.41019,10D
OG0003026,434,Gene.41044__NODE_24343__g.41044__m.41044,10D
OG0003027,389,Gene.41083__NODE_24369__g.41083__m.41083,10D
OG0003943,450,Gene.41156__NODE_24414__g.41156__m.41156,10D
OG0003944,417,Gene.41177__NODE_24425__g.41177__m.41177,10D
OG0003441,442,Gene.41355__NODE_24559__g.41355__m.41355,10D
OG0003945,488,Gene.41356__NODE_24560__g.41356__m.41356,10D
OG0003028,439,Gene.41413__NODE_24598__g.41413__m.41413,10D
OG0003015,427,Gene.41418__NODE_24602__g.41418__m.41418,10D
OG0002651,432,Gene.41437__NODE_24616__g.41437__m.41437,10D
OG0002652,458,Gene.41476__NODE_24645__g.41476__m.41476,10D
OG0003442,434,Gene.41572__NODE_24714__g.41572__m.41572,10D
OG0003387,484,Gene.41583__NODE_24722__g.41583__m.41583,10D
OG0003029,436,Gene.41607__NODE_24740__g.41607__m.41607,10D
OG0003947,434,Gene.41610__NODE_24742__g.41610__m.41610,10D
OG0003948,467,Gene.41695__NODE_24805__g.41695__m.41695,10D
OG0002653,457,Gene.41907__NODE_24951__g.41907__m.41907,10D
OG0003030,421,Gene.41929__NODE_24968__g.41929__m.41929,10D
OG0003031,319,Gene.41931__NODE_24970__g.41931__m.41931,10D
OG0003443,448,Gene.41988__NODE_25008__g.41988__m.41988,10D
OG0003949,469,Gene.42059__NODE_25057__g.42059__m.42059,10D
OG0003032,1216,Gene.6326__NODE_2514__g.6326__m.6326,10D
OG0003951,450,Gene.42212__NODE_25166__g.42212__m.42212,10D
OG0003952,402,Gene.42253__NODE_25195__g.42253__m.42253,10D
OG0003444,411,Gene.42277__NODE_25212__g.42277__m.42277,10D
OG0003445,451,Gene.42285__NODE_25217__g.42285__m.42285,10D
OG0003446,435,Gene.42287__NODE_25218__g.42287__m.42287,10D
OG0002541,458,Gene.42316__NODE_25236__g.42316__m.42316,10D
OG0003033,386,Gene.42374__NODE_25279__g.42374__m.42374,10D
OG0003034,398,Gene.42408__NODE_25306__g.42408__m.42408,10D
OG0002654,422,Gene.42414__NODE_25310__g.42414__m.42414,10D
OG0002655,464,Gene.42437__NODE_25326__g.42437__m.42437,10D
OG0003035,817,Gene.6369__NODE_2535__g.6369__m.6369,10D
OG0003953,398,Gene.42492__NODE_25362__g.42492__m.42492,10D
OG0003447,429,Gene.42498__NODE_25366__g.42498__m.42498,10D
OG0003036,437,Gene.42505__NODE_25373__g.42505__m.42505,10D
OG0003955,442,Gene.42611__NODE_25451__g.42611__m.42611,10D
OG0003037,399,Gene.42667__NODE_25489__g.42667__m.42667,10D
OG0003038,453,Gene.42725__NODE_25529__g.42725__m.42725,10D
OG0002656,433,Gene.42782__NODE_25571__g.42782__m.42782,10D
OG0003956,226,Gene.42787__NODE_25575__g.42787__m.42787,10D
OG0003448,1319,Gene.6436__NODE_2558__g.6436__m.6436,10D
OG0002657,405,Gene.42810__NODE_25592__g.42810__m.42810,10D
OG0002658,458,Gene.42827__NODE_25606__g.42827__m.42827,10D
OG0002659,405,Gene.42856__NODE_25629__g.42856__m.42856,10D
OG0003957,438,Gene.42883__NODE_25650__g.42883__m.42883,10D
OG0002660,370,Gene.42916__NODE_25673__g.42916__m.42916,10D
OG0002903,416,Gene.42927__NODE_25679__g.42927__m.42927,10D
OG0003449,454,Gene.42950__NODE_25695__g.42950__m.42950,10D
OG0003451,402,Gene.42965__NODE_25705__g.42965__m.42965,10D
OG0003452,437,Gene.43063__NODE_25784__g.43063__m.43063,10D
OG0003453,400,Gene.43105__NODE_25815__g.43105__m.43105,10D
OG0003039,407,Gene.43140__NODE_25838__g.43140__m.43140,10D
OG0003454,357,Gene.43173__NODE_25859__g.43173__m.43173,10D
OG0003959,401,Gene.43180__NODE_25866__g.43180__m.43180,10D
OG0003960,392,Gene.43240__NODE_25908__g.43240__m.43240,10D
OG0003455,466,Gene.43243__NODE_25910__g.43243__m.43243,10D
OG0002661,422,Gene.43264__NODE_25926__g.43264__m.43264,10D
OG0003961,447,Gene.43282__NODE_25939__g.43282__m.43282,10D
OG0003040,435,Gene.43345__NODE_25982__g.43345__m.43345,10D
OG0003962,446,Gene.43364__NODE_25995__g.43364__m.43364,10D
OG0003963,382,Gene.43383__NODE_26009__g.43383__m.43383,10D
OG0002662,1228,Gene.6526__NODE_2601__g.6526__m.6526,10D
OG0002663,418,Gene.43391__NODE_26016__g.43391__m.43391,10D
OG0002664,437,Gene.43423__NODE_26039__g.43423__m.43423,10D
OG0002665,468,Gene.43453__NODE_26060__g.43453__m.43453,10D
OG0003964,436,Gene.43616__NODE_26179__g.43616__m.43616,10D
OG0003965,451,Gene.43620__NODE_26183__g.43620__m.43620,10D
OG0003456,359,Gene.43638__NODE_26195__g.43638__m.43638,10D
OG0003457,399,Gene.43641__NODE_26197__g.43641__m.43641,10D
OG0003041,400,Gene.43683__NODE_26226__g.43683__m.43683,10D
OG0003966,465,Gene.43687__NODE_26229__g.43687__m.43687,10D
OG0003042,1258,Gene.6584__NODE_2631__g.6584__m.6584,10D
OG0003967,449,Gene.43811__NODE_26319__g.43811__m.43811,10D
OG0003043,443,Gene.43829__NODE_26330__g.43829__m.43829,10D
OG0003458,439,Gene.43857__NODE_26354__g.43857__m.43857,10D
OG0003044,437,Gene.43874__NODE_26365__g.43874__m.43874,10D
OG0002851,416,Gene.43889__NODE_26377__g.43889__m.43889,10D
OG0003968,374,Gene.43985__NODE_26455__g.43985__m.43985,10D
OG0003969,462,Gene.43993__NODE_26461__g.43993__m.43993,10D
OG0003970,356,Gene.44008__NODE_26472__g.44008__m.44008,10D
OG0003971,360,Gene.44053__NODE_26508__g.44053__m.44053,10D
OG0003972,388,Gene.44062__NODE_26514__g.44062__m.44062,10D
OG0003459,423,Gene.44139__NODE_26571__g.44139__m.44139,10D
OG0002668,420,Gene.44150__NODE_26579__g.44150__m.44150,10D
OG0003974,400,Gene.44220__NODE_26630__g.44220__m.44220,10D
OG0003460,435,Gene.44259__NODE_26657__g.44259__m.44259,10D
OG0003461,441,Gene.44277__NODE_26671__g.44277__m.44277,10D
OG0003462,424,Gene.44343__NODE_26721__g.44343__m.44343,10D
OG0003463,374,Gene.44368__NODE_26738__g.44368__m.44368,10D
OG0003464,433,Gene.44404__NODE_26763__g.44404__m.44404,10D
OG0003976,417,Gene.44408__NODE_26766__g.44408__m.44408,10D
OG0003465,397,Gene.44447__NODE_26797__g.44447__m.44447,10D
OG0003047,979,Gene.6707__NODE_2681__g.6707__m.6707,10D
OG0003466,418,Gene.44478__NODE_26819__g.44478__m.44478,10D
OG0003048,408,Gene.44479__NODE_26820__g.44479__m.44479,10D
OG0002670,401,Gene.44517__NODE_26848__g.44517__m.44517,10D
OG0003049,432,Gene.44528__NODE_26857__g.44528__m.44528,10D
OG0003467,106,Gene.44570__NODE_26887__g.44570__m.44570,10D
OG0003050,391,Gene.44622__NODE_26925__g.44622__m.44622,10D
OG0002671,443,Gene.44745__NODE_27012__g.44745__m.44745,10D
OG0003051,388,Gene.44753__NODE_27019__g.44753__m.44753,10D
OG0002672,433,Gene.44770__NODE_27031__g.44770__m.44770,10D
OG0003052,415,Gene.44860__NODE_27092__g.44860__m.44860,10D
OG0003053,385,Gene.44877__NODE_27106__g.44877__m.44877,10D
OG0003978,422,Gene.44884__NODE_27113__g.44884__m.44884,10D
OG0002674,432,Gene.44898__NODE_27125__g.44898__m.44898,10D
OG0003468,369,Gene.44917__NODE_27143__g.44917__m.44917,10D
OG0003469,408,Gene.44946__NODE_27165__g.44946__m.44946,10D
OG0003054,425,Gene.44953__NODE_27171__g.44953__m.44953,10D
OG0003056,431,Gene.45036__NODE_27229__g.45036__m.45036,10D
OG0003470,427,Gene.45048__NODE_27238__g.45048__m.45048,10D
OG0003057,424,Gene.45076__NODE_27260__g.45076__m.45076,10D
OG0003471,430,Gene.45143__NODE_27311__g.45143__m.45143,10D
OG0002675,413,Gene.45157__NODE_27323__g.45157__m.45157,10D
OG0002676,421,Gene.45178__NODE_27340__g.45178__m.45178,10D
OG0002677,356,Gene.45242__NODE_27384__g.45242__m.45242,10D
OG0003058,433,Gene.45257__NODE_27394__g.45257__m.45257,10D
OG0003981,437,Gene.45274__NODE_27407__g.45274__m.45274,10D
OG0003472,437,Gene.45286__NODE_27418__g.45286__m.45286,10D
OG0002679,444,Gene.45294__NODE_27423__g.45294__m.45294,10D
OG0002680,407,Gene.45313__NODE_27440__g.45313__m.45313,10D
OG0003982,345,Gene.45405__NODE_27507__g.45405__m.45405,10D
OG0003983,427,Gene.45569__NODE_27628__g.45569__m.45569,10D
OG0003473,415,Gene.45618__NODE_27663__g.45618__m.45618,10D
OG0002682,346,Gene.45636__NODE_27677__g.45636__m.45636,10D
OG0003474,384,Gene.45639__NODE_27680__g.45639__m.45639,10D
OG0002683,419,Gene.45666__NODE_27696__g.45666__m.45666,10D
OG0002684,413,Gene.45716__NODE_27734__g.45716__m.45716,10D
OG0003475,428,Gene.45796__NODE_27787__g.45796__m.45796,10D
OG0002685,432,Gene.45799__NODE_27790__g.45799__m.45799,10D
OG0002686,368,Gene.45820__NODE_27805__g.45820__m.45820,10D
OG0003476,429,Gene.45852__NODE_27831__g.45852__m.45852,10D
OG0003477,407,Gene.45869__NODE_27844__g.45869__m.45869,10D
OG0002652,402,Gene.45870__NODE_27845__g.45870__m.45870,10D
OG0003059,417,Gene.45897__NODE_27864__g.45897__m.45897,10D
OG0002687,441,Gene.45934__NODE_27893__g.45934__m.45934,10D
OG0003036,416,Gene.45952__NODE_27909__g.45952__m.45952,10D
OG0003984,413,Gene.45983__NODE_27935__g.45983__m.45983,10D
OG0003060,420,Gene.45986__NODE_27938__g.45986__m.45986,10D
OG0003061,391,Gene.45996__NODE_27944__g.45996__m.45996,10D
OG0002587,377,Gene.46001__NODE_27948__g.46001__m.46001,10D
OG0003985,380,Gene.46020__NODE_27961__g.46020__m.46020,10D
OG0003376,429,Gene.46028__NODE_27967__g.46028__m.46028,10D
OG0003062,373,Gene.46053__NODE_27988__g.46053__m.46053,10D
OG0003986,390,Gene.46102__NODE_28024__g.46102__m.46102,10D
OG0003479,353,Gene.46132__NODE_28048__g.46132__m.46132,10D
OG0002688,380,Gene.46134__NODE_28050__g.46134__m.46134,10D
OG0003063,428,Gene.46144__NODE_28059__g.46144__m.46144,10D
OG0002689,1252,Gene.6989__NODE_2806__g.6989__m.6989,10D
OG0003480,375,Gene.46161__NODE_28071__g.46161__m.46161,10D
OG0003987,383,Gene.46167__NODE_28075__g.46167__m.46167,10D
OG0003064,422,Gene.46264__NODE_28151__g.46264__m.46264,10D
OG0002641,329,Gene.46284__NODE_28168__g.46284__m.46284,10D
OG0003481,358,Gene.46364__NODE_28227__g.46364__m.46364,10D
OG0003065,374,Gene.46366__NODE_28229__g.46366__m.46366,10D
OG0003066,418,Gene.46378__NODE_28237__g.46378__m.46378,10D
OG0003067,405,Gene.46418__NODE_28271__g.46418__m.46418,10D
OG0003482,437,Gene.46432__NODE_28283__g.46432__m.46432,10D
OG0002854,433,Gene.46434__NODE_28284__g.46434__m.46434,10D
OG0003483,436,Gene.46486__NODE_28321__g.46486__m.46486,10D
OG0003068,357,Gene.46489__NODE_28324__g.46489__m.46489,10D
OG0003988,405,Gene.46564__NODE_28381__g.46564__m.46564,10D
OG0003069,402,Gene.46566__NODE_28383__g.46566__m.46566,10D
OG0003484,387,Gene.46590__NODE_28402__g.46590__m.46590,10D
OG0002843,435,Gene.46615__NODE_28420__g.46615__m.46615,10D
OG0003989,366,Gene.46616__NODE_28421__g.46616__m.46616,10D
OG0003070,207,Gene.46704__NODE_28485__g.46704__m.46704,10D
OG0003485,413,Gene.46726__NODE_28503__g.46726__m.46726,10D
OG0002691,381,Gene.46778__NODE_28543__g.46778__m.46778,10D
OG0003486,353,Gene.46779__NODE_28544__g.46779__m.46779,10D
OG0003990,372,Gene.46780__NODE_28545__g.46780__m.46780,10D
OG0003071,366,Gene.46784__NODE_28548__g.46784__m.46784,10D
OG0003487,410,Gene.46801__NODE_28561__g.46801__m.46801,10D
OG0003991,392,Gene.46820__NODE_28575__g.46820__m.46820,10D
OG0002685,399,Gene.46829__NODE_28582__g.46829__m.46829,10D
OG0003992,291,Gene.46849__NODE_28597__g.46849__m.46849,10D
OG0002692,402,Gene.46899__NODE_28634__g.46899__m.46899,10D
OG0003488,427,Gene.46917__NODE_28647__g.46917__m.46917,10D
OG0003489,417,Gene.46921__NODE_28651__g.46921__m.46921,10D
OG0003490,405,Gene.46925__NODE_28653__g.46925__m.46925,10D
OG0003993,423,Gene.46966__NODE_28681__g.46966__m.46966,10D
OG0003994,372,Gene.47011__NODE_28716__g.47011__m.47011,10D
OG0003996,410,Gene.47126__NODE_28805__g.47126__m.47126,10D
OG0003867,340,Gene.47245__NODE_28887__g.47245__m.47245,10D
OG0003491,337,Gene.47283__NODE_28914__g.47283__m.47283,10D
OG0003072,342,Gene.47285__NODE_28916__g.47285__m.47285,10D
OG0003073,402,Gene.47296__NODE_28924__g.47296__m.47296,10D
OG0003074,318,Gene.47326__NODE_28946__g.47326__m.47326,10D
OG0003492,427,Gene.47372__NODE_28982__g.47372__m.47372,10D
OG0003998,394,Gene.47379__NODE_28987__g.47379__m.47379,10D
OG0002693,1213,Gene.7189__NODE_2900__g.7189__m.7189,10D
OG0003493,407,Gene.47402__NODE_29007__g.47402__m.47402,10D
OG0003999,370,Gene.47408__NODE_29012__g.47408__m.47408,10D
OG0003494,357,Gene.47412__NODE_29015__g.47412__m.47412,10D
OG0002694,320,Gene.47472__NODE_29057__g.47472__m.47472,10D
OG0003495,386,Gene.47490__NODE_29077__g.47490__m.47490,10D
OG0004000,425,Gene.47505__NODE_29089__g.47505__m.47505,10D
OG0004001,304,Gene.47550__NODE_29120__g.47550__m.47550,10D
OG0002695,335,Gene.47551__NODE_29121__g.47551__m.47551,10D
OG0004002,409,Gene.47565__NODE_29131__g.47565__m.47565,10D
OG0003938,406,Gene.47579__NODE_29141__g.47579__m.47579,10D
OG0004003,388,Gene.47598__NODE_29155__g.47598__m.47598,10D
OG0003075,414,Gene.47610__NODE_29163__g.47610__m.47610,10D
OG0004004,403,Gene.47618__NODE_29168__g.47618__m.47618,10D
OG0004005,360,Gene.47628__NODE_29177__g.47628__m.47628,10D
OG0003076,411,Gene.47637__NODE_29186__g.47637__m.47637,10D
OG0003496,371,Gene.47641__NODE_29188__g.47641__m.47641,10D
OG0003497,396,Gene.47651__NODE_29196__g.47651__m.47651,10D
OG0003077,370,Gene.47687__NODE_29222__g.47687__m.47687,10D
OG0003078,400,Gene.47727__NODE_29255__g.47727__m.47727,10D
OG0003079,323,Gene.47738__NODE_29266__g.47738__m.47738,10D
OG0003080,349,Gene.47774__NODE_29293__g.47774__m.47774,10D
OG0004006,380,Gene.47777__NODE_29296__g.47777__m.47777,10D
OG0003463,375,Gene.47800__NODE_29316__g.47800__m.47800,10D
OG0002696,423,Gene.47808__NODE_29323__g.47808__m.47808,10D
OG0003081,358,Gene.47868__NODE_29364__g.47868__m.47868,10D
OG0003945,360,Gene.47905__NODE_29393__g.47905__m.47905,10D
OG0003083,400,Gene.47923__NODE_29406__g.47923__m.47923,10D
OG0003499,399,Gene.47998__NODE_29460__g.47998__m.47998,10D
OG0003499,367,Gene.48000__NODE_29461__g.48000__m.48000,10D
OG0003084,526,Gene.7285__NODE_2947__g.7285__m.7285,10D
OG0002697,364,Gene.48020__NODE_29476__g.48020__m.48020,10D
OG0003500,375,Gene.48060__NODE_29508__g.48060__m.48060,10D
OG0003501,419,Gene.48063__NODE_29511__g.48063__m.48063,10D
OG0003502,384,Gene.48212__NODE_29619__g.48212__m.48212,10D
OG0003503,401,Gene.48217__NODE_29623__g.48217__m.48217,10D
OG0004007,413,Gene.48220__NODE_29625__g.48220__m.48220,10D
OG0002698,397,Gene.48271__NODE_29669__g.48271__m.48271,10D
OG0003085,352,Gene.48329__NODE_29710__g.48329__m.48329,10D
OG0004008,406,Gene.48437__NODE_29785__g.48437__m.48437,10D
OG0003087,209,Gene.48464__NODE_29803__g.48464__m.48464,10D
OG0003504,338,Gene.48512__NODE_29838__g.48512__m.48512,10D
OG0004009,366,Gene.48603__NODE_29911__g.48603__m.48603,10D
OG0002699,386,Gene.48610__NODE_29916__g.48610__m.48610,10D
OG0003088,376,Gene.48613__NODE_29919__g.48613__m.48613,10D
OG0002698,393,Gene.48617__NODE_29922__g.48617__m.48617,10D
OG0003911,378,Gene.48621__NODE_29924__g.48621__m.48621,10D
OG0004010,341,Gene.48687__NODE_29975__g.48687__m.48687,10D
OG0004011,376,Gene.48720__NODE_30002__g.48720__m.48720,10D
OG0004012,368,Gene.48730__NODE_30009__g.48730__m.48730,10D
OG0002700,382,Gene.48759__NODE_30031__g.48759__m.48759,10D
OG0003505,365,Gene.48761__NODE_30033__g.48761__m.48761,10D
OG0004013,394,Gene.48868__NODE_30107__g.48868__m.48868,10D
OG0003089,384,Gene.48878__NODE_30113__g.48878__m.48878,10D
OG0003483,297,Gene.48905__NODE_30132__g.48905__m.48905,10D
OG0004014,332,Gene.48944__NODE_30158__g.48944__m.48944,10D
OG0003090,378,Gene.49034__NODE_30231__g.49034__m.49034,10D
OG0003091,376,Gene.49086__NODE_30274__g.49086__m.49086,10D
OG0003506,403,Gene.49093__NODE_30280__g.49093__m.49093,10D
OG0002701,367,Gene.49143__NODE_30321__g.49143__m.49143,10D
OG0002702,381,Gene.49178__NODE_30347__g.49178__m.49178,10D
OG0004015,344,Gene.49235__NODE_30396__g.49235__m.49235,10D
OG0002703,379,Gene.49270__NODE_30423__g.49270__m.49270,10D
OG0003092,329,Gene.49293__NODE_30442__g.49293__m.49293,10D
OG0003093,376,Gene.49381__NODE_30516__g.49381__m.49381,10D
OG0004016,316,Gene.49417__NODE_30540__g.49417__m.49417,10D
OG0004017,398,Gene.49431__NODE_30552__g.49431__m.49431,10D
OG0002704,367,Gene.49432__NODE_30553__g.49432__m.49432,10D
OG0003094,374,Gene.49464__NODE_30574__g.49464__m.49464,10D
OG0003509,366,Gene.49499__NODE_30599__g.49499__m.49499,10D
OG0003095,358,Gene.49500__NODE_30600__g.49500__m.49500,10D
OG0004018,375,Gene.49514__NODE_30613__g.49514__m.49514,10D
